Gene,Transcript,Motif,Cluster,q_value
Psen2,ENSMUST00000193897.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Psen2,ENSMUST00000193897.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0493
Psmb10,ENSMUST00000212686.2,mmu-miR-6919-3p,nucleoplasm_negative,0.04
Psmb10,ENSMUST00000212938.2,mmu-miR-6919-3p,nucleoplasm_negative,0.04
Ptcd3,ENSMUST00000205691.2,mmu-miR-3473b,nucleus_positive,0.0183
Ptcd3,ENSMUST00000205691.2,mmu-miR-466n-5p,nucleus_positive,0.0138
Ptcd3,ENSMUST00000205761.2,mmu-miR-669c-3p,chromatin_positive,9.76e-05
Ptcd3,ENSMUST00000205761.2,mmu-miR-466f-3p,chromatin_positive,1.25e-05
Ptcd3,ENSMUST00000205761.2,mmu-miR-466m-3p,chromatin_positive,0.000269
Ptcd3,ENSMUST00000205761.2,mmu-miR-466i-3p,chromatin_positive,0.000287
Ptcd3,ENSMUST00000205761.2,mmu-miR-467f,chromatin_positive,0.00447
Ptcd3,ENSMUST00000205761.2,mmu-miR-466f-3p,chromatin_positive,0.000432
Ptcd3,ENSMUST00000205761.2,mmu-miR-466m-3p,chromatin_positive,0.00141
Ptcd3,ENSMUST00000205761.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptcd3,ENSMUST00000205761.2,mmu-miR-467f,chromatin_positive,0.00638
Ptcd3,ENSMUST00000205761.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptcd3,ENSMUST00000205761.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptcd3,ENSMUST00000205761.2,mmu-miR-3473b,nucleus_positive,0.0422
Ptcd3,ENSMUST00000205761.2,mmu-miR-466i-3p,chromatin_positive,0.00733
Ptcd3,ENSMUST00000205761.2,mmu-miR-466f-3p,chromatin_positive,0.00966
Ptcd3,ENSMUST00000205761.2,mmu-miR-466f-3p,chromatin_positive,0.00966
Ptcd3,ENSMUST00000205761.2,mmu-miR-669c-3p,chromatin_positive,0.0103
Ptcd3,ENSMUST00000205761.2,mmu-miR-466m-3p,chromatin_positive,0.0134
Ptcd3,ENSMUST00000205761.2,mmu-miR-467f,chromatin_positive,0.0172
Ptcd3,ENSMUST00000205761.2,mmu-miR-669c-3p,chromatin_positive,0.0124
Ptcd3,ENSMUST00000205761.2,mmu-miR-669c-3p,chromatin_positive,0.0145
Ptcd3,ENSMUST00000205761.2,mmu-miR-466i-3p,chromatin_positive,0.0164
Ptcd3,ENSMUST00000205761.2,mmu-miR-466m-3p,chromatin_positive,0.0198
Ptcd3,ENSMUST00000205761.2,mmu-miR-669c-3p,chromatin_positive,0.0233
Ptcd3,ENSMUST00000205761.2,mmu-miR-466n-5p,nucleus_positive,0.0332
Ptcd3,ENSMUST00000205761.2,mmu-miR-466i-3p,chromatin_positive,0.029
Ptcd3,ENSMUST00000205761.2,mmu-miR-466i-3p,chromatin_positive,0.029
Ptcd3,ENSMUST00000205761.2,mmu-miR-466n-5p,nucleus_positive,0.0484
Pter,ENSMUST00000028063.7,mmu-miR-1906,ER_negative,0.036
Pter,ENSMUST00000028063.7,mmu-miR-466m-3p,chromatin_positive,0.0254
Pter,ENSMUST00000134794.8,mmu-miR-1906,ER_negative,0.036
Pter,ENSMUST00000134794.8,mmu-miR-466n-5p,nucleus_positive,0.0183
Pter,ENSMUST00000154269.7,mmu-miR-1906,ER_negative,0.036
Pter,ENSMUST00000193742.6,mmu-miR-1906,ER_negative,0.036
Pter,ENSMUST00000195521.2,mmu-miR-1906,ER_negative,0.036
Ptk2,ENSMUST00000110036.11,mmu-miR-466f-3p,chromatin_positive,0.0456
Ptk2,ENSMUST00000226742.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Ptk2,ENSMUST00000226988.3,mmu-miR-762,nucleus_positive,0.0498
Ptk2,ENSMUST00000226988.3,mmu-miR-466f-3p,chromatin_positive,0.0456
Ptk2,ENSMUST00000226988.3,mmu-miR-466f-3p,chromatin_positive,0.0456
Ptk2,ENSMUST00000227435.2,mmu-miR-3473b,nucleus_positive,4.5e-07
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,5.28e-05
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,9.76e-05
Ptk2,ENSMUST00000227435.2,mmu-miR-3473b,nucleus_positive,8.37e-05
Ptk2,ENSMUST00000227435.2,mmu-miR-3473h-5p,ER_negative,0.033
Ptk2,ENSMUST00000227435.2,mmu-miR-466f-3p,chromatin_positive,0.000203
Ptk2,ENSMUST00000227435.2,mmu-miR-467f,chromatin_positive,0.00447
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,0.000357
Ptk2,ENSMUST00000227435.2,mmu-miR-466i-3p,chromatin_positive,0.000766
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,0.000797
Ptk2,ENSMUST00000227435.2,mmu-miR-466i-3p,chromatin_positive,0.000899
Ptk2,ENSMUST00000227435.2,mmu-miR-466f-3p,chromatin_positive,0.00146
Ptk2,ENSMUST00000227435.2,mmu-miR-466f-3p,chromatin_positive,0.00174
Ptk2,ENSMUST00000227435.2,mmu-miR-466f-3p,chromatin_positive,0.0018
Ptk2,ENSMUST00000227435.2,mmu-miR-466f-3p,chromatin_positive,0.00238
Ptk2,ENSMUST00000227435.2,mmu-miR-466i-3p,chromatin_positive,0.00353
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,0.00323
Ptk2,ENSMUST00000227435.2,mmu-miR-466i-3p,chromatin_positive,0.0043
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,0.00611
Ptk2,ENSMUST00000227435.2,mmu-miR-467f,chromatin_positive,0.00874
Ptk2,ENSMUST00000227435.2,mmu-miR-467f,chromatin_positive,0.0107
Ptk2,ENSMUST00000227435.2,mmu-miR-762,nucleus_positive,0.0357
Ptk2,ENSMUST00000227435.2,mmu-miR-467f,chromatin_positive,0.0144
Ptk2,ENSMUST00000227435.2,mmu-miR-467f,chromatin_positive,0.0144
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,0.0124
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,0.0147
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,0.0153
Ptk2,ENSMUST00000227435.2,mmu-miR-466i-3p,chromatin_positive,0.0247
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,0.0234
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,0.034
Ptk2,ENSMUST00000227435.2,mmu-miR-467f,chromatin_positive,0.0428
Ptk2,ENSMUST00000227435.2,mmu-miR-467f,chromatin_positive,0.0428
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,0.032
Ptk2,ENSMUST00000227435.2,mmu-miR-466n-5p,nucleus_positive,0.0433
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,0.0451
Ptk2,ENSMUST00000227435.2,mmu-miR-466i-3p,chromatin_positive,0.0417
Ptk2,ENSMUST00000227435.2,mmu-miR-466m-3p,chromatin_positive,0.0456
Ptk2,ENSMUST00000227435.2,mmu-miR-466i-3p,chromatin_positive,0.0461
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,0.0412
Ptk2,ENSMUST00000227435.2,mmu-miR-669c-3p,chromatin_positive,0.0485
Ptk2,ENSMUST00000227569.2,mmu-miR-3473b,nucleus_positive,4.44e-06
Ptk2,ENSMUST00000227569.2,mmu-miR-3473b,nucleus_positive,0.00397
Ptk2,ENSMUST00000227569.2,mmu-miR-466n-5p,nucleus_positive,0.018
Ptk2,ENSMUST00000227569.2,mmu-miR-466f-3p,chromatin_positive,0.0456
Ptk2,ENSMUST00000228457.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Ptk2,ENSMUST00000228628.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Ptk2,ENSMUST00000239146.2,mmu-miR-466f-3p,chromatin_positive,0.0456
Ptma,ENSMUST00000045897.15,mmu-miR-6981-5p,ER_negative,0.0209
Ptma,ENSMUST00000045897.15,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000045897.15,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000045897.15,mmu-miR-5110,ER_negative,0.0291
Ptma,ENSMUST00000045897.15,mmu-miR-5110,ER_negative,0.0382
Ptma,ENSMUST00000045897.15,mmu-miR-5126,nucleus_positive,0.0343
Ptma,ENSMUST00000186255.7,mmu-miR-6981-5p,ER_negative,0.0209
Ptma,ENSMUST00000186255.7,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000186255.7,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000186255.7,mmu-miR-5126,nucleus_positive,0.0343
Ptma,ENSMUST00000186932.2,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000186932.2,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000186932.2,mmu-miR-5110,ER_negative,0.0291
Ptma,ENSMUST00000186932.2,mmu-miR-5110,ER_negative,0.0382
Ptma,ENSMUST00000186932.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Ptma,ENSMUST00000186932.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Ptma,ENSMUST00000188533.2,mmu-miR-6981-5p,ER_negative,0.0209
Ptma,ENSMUST00000188533.2,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000188533.2,mmu-miR-5110,ER_negative,0.0291
Ptma,ENSMUST00000188533.2,mmu-miR-5110,ER_negative,0.0382
Ptma,ENSMUST00000188533.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Ptma,ENSMUST00000188533.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Ptma,ENSMUST00000188533.2,mmu-miR-5126,nucleus_positive,0.0343
Ptma,ENSMUST00000188699.7,mmu-miR-5110,ER_negative,0.0188
Ptma,ENSMUST00000188699.7,mmu-miR-5110,ER_negative,0.0188
Ptn,ENSMUST00000101534.5,mmu-miR-466n-5p,nucleus_positive,0.027
Ptp4a3,ENSMUST00000053232.8,mmu-miR-3473b,nucleus_positive,0.00441
Ptp4a3,ENSMUST00000053232.8,mmu-miR-6968-5p,nucleoplasm_positive,0.0443
Ptp4a3,ENSMUST00000053232.8,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Ptp4a3,ENSMUST00000053232.8,mmu-miR-762,nucleus_positive,0.0335
Ptp4a3,ENSMUST00000053232.8,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptp4a3,ENSMUST00000163582.9,mmu-miR-6968-5p,nucleoplasm_positive,0.0443
Ptp4a3,ENSMUST00000163582.9,mmu-miR-762,nucleus_positive,0.0331
Ptp4a3,ENSMUST00000163582.9,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Ptp4a3,ENSMUST00000163582.9,mmu-miR-762,nucleus_positive,0.0335
Ptp4a3,ENSMUST00000163582.9,mmu-miR-669c-3p,chromatin_positive,0.0237
Ptp4a3,ENSMUST00000163582.9,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptp4a3,ENSMUST00000163582.9,mmu-miR-669c-3p,chromatin_positive,0.0387
Ptp4a3,ENSMUST00000165541.8,mmu-miR-3473b,nucleus_positive,0.00441
Ptp4a3,ENSMUST00000165541.8,mmu-miR-328-5p,nucleoplasm_positive,0.0221
Ptp4a3,ENSMUST00000165541.8,mmu-miR-6968-5p,nucleoplasm_positive,0.0443
Ptp4a3,ENSMUST00000165541.8,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Ptp4a3,ENSMUST00000165541.8,mmu-miR-762,nucleus_positive,0.0335
Ptp4a3,ENSMUST00000165541.8,mmu-miR-762,nucleus_positive,0.0378
Ptp4a3,ENSMUST00000165541.8,mmu-miR-669c-3p,chromatin_positive,0.0237
Ptp4a3,ENSMUST00000165541.8,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptp4a3,ENSMUST00000165541.8,mmu-miR-669c-3p,chromatin_positive,0.0387
Ptp4a3,ENSMUST00000167582.8,mmu-miR-3473b,nucleus_positive,0.00441
Ptp4a3,ENSMUST00000167582.8,mmu-miR-328-5p,nucleoplasm_positive,0.0221
Ptp4a3,ENSMUST00000167582.8,mmu-miR-762,nucleus_positive,0.0378
Ptp4a3,ENSMUST00000167582.8,mmu-miR-669c-3p,chromatin_positive,0.0237
Ptp4a3,ENSMUST00000167582.8,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptp4a3,ENSMUST00000167582.8,mmu-miR-669c-3p,chromatin_positive,0.0387
Ptp4a3,ENSMUST00000229339.2,mmu-miR-762,nucleus_positive,0.0223
Ptp4a3,ENSMUST00000229339.2,mmu-miR-6968-5p,nucleoplasm_positive,0.0443
Ptp4a3,ENSMUST00000229339.2,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Ptp4a3,ENSMUST00000229339.2,mmu-miR-762,nucleus_positive,0.0335
Ptp4a3,ENSMUST00000229339.2,mmu-miR-762,nucleus_positive,0.0335
Ptp4a3,ENSMUST00000229339.2,mmu-miR-6931-5p,nucleus_positive,0.041
Ptp4a3,ENSMUST00000229339.2,mmu-miR-762,nucleus_positive,0.0378
Ptp4a3,ENSMUST00000229339.2,mmu-miR-5126,nucleus_positive,0.0343
Ptp4a3,ENSMUST00000229339.2,mmu-miR-669c-3p,chromatin_positive,0.0237
Ptp4a3,ENSMUST00000229339.2,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptp4a3,ENSMUST00000229339.2,mmu-miR-669c-3p,chromatin_positive,0.0387
Ptp4a3,ENSMUST00000230044.2,mmu-miR-762,nucleus_positive,0.0335
Ptp4a3,ENSMUST00000230044.2,mmu-miR-762,nucleus_positive,0.0378
Ptp4a3,ENSMUST00000230177.2,mmu-miR-6968-5p,nucleoplasm_positive,0.0443
Ptp4a3,ENSMUST00000230177.2,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Ptp4a3,ENSMUST00000230177.2,mmu-miR-762,nucleus_positive,0.0335
Ptp4a3,ENSMUST00000230177.2,mmu-miR-5126,nucleus_positive,0.0343
Ptp4a3,ENSMUST00000230177.2,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptp4a3,ENSMUST00000230307.2,mmu-miR-762,nucleus_positive,0.0335
Ptpn13,ENSMUST00000048957.11,mmu-miR-7069-5p,nucleoplasm_positive,0.0352
Ptpn13,ENSMUST00000048957.11,mmu-miR-6968-5p,nucleoplasm_positive,0.0498
Ptpn13,ENSMUST00000048957.11,mmu-miR-466f-3p,chromatin_positive,0.02
Ptpn13,ENSMUST00000196014.5,mmu-miR-5126,nucleus_positive,0.00275
Ptpn13,ENSMUST00000196014.5,mmu-miR-5126,nucleus_positive,0.00676
Ptpn13,ENSMUST00000196014.5,mmu-miR-5126,nucleus_positive,0.0343
Ptpn13,ENSMUST00000196014.5,mmu-miR-5126,nucleus_positive,0.0448
Ptpn13,ENSMUST00000196800.2,mmu-miR-3473b,nucleus_positive,6.47e-06
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,6.53e-06
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,4.14e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,4.14e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,4.14e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,4.14e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,4.14e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,4.14e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,9.76e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,9.76e-05
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.000109
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.000109
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.000153
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.00285
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000151
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000151
Ptpn13,ENSMUST00000196800.2,mmu-miR-5126,nucleus_positive,0.00275
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.000183
Ptpn13,ENSMUST00000196800.2,mmu-miR-504-3p,nucleoplasm_negative,0.0331
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.000305
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.000407
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.000432
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.000544
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.000544
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.000716
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.000716
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.000716
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.000716
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.000716
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.000627
Ptpn13,ENSMUST00000196800.2,mmu-miR-5126,nucleus_positive,0.00676
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000899
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000899
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000899
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000899
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000899
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.000899
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.0018
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.00206
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.00268
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.00229
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.00447
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.00376
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.00382
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.00626
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.00432
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.00492
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.00553
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.00603
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.00662
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.00679
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.00722
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.0084
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.0104
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.0144
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.00966
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.00966
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.0103
Ptpn13,ENSMUST00000196800.2,mmu-miR-5126,nucleus_positive,0.0343
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0174
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.0168
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.0168
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.0168
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.0168
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.0168
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.0139
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.016
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.019
Ptpn13,ENSMUST00000196800.2,mmu-miR-466f-3p,chromatin_positive,0.0194
Ptpn13,ENSMUST00000196800.2,mmu-miR-5126,nucleus_positive,0.0448
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.0246
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.0227
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0321
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.0305
Ptpn13,ENSMUST00000196800.2,mmu-miR-466m-3p,chromatin_positive,0.0339
Ptpn13,ENSMUST00000196800.2,mmu-miR-467f,chromatin_positive,0.0438
Ptpn13,ENSMUST00000196800.2,mmu-miR-466i-3p,chromatin_positive,0.0358
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.0359
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.0359
Ptpn13,ENSMUST00000196800.2,mmu-miR-669c-3p,chromatin_positive,0.0359
Ptpn13,ENSMUST00000196800.2,mmu-miR-466n-5p,nucleus_positive,0.0479
Ptpn13,ENSMUST00000199412.5,mmu-miR-5126,nucleus_positive,0.00275
Ptpn13,ENSMUST00000199412.5,mmu-miR-504-3p,nucleoplasm_negative,0.0331
Ptpn13,ENSMUST00000199412.5,mmu-miR-5126,nucleus_positive,0.00676
Ptpn13,ENSMUST00000199412.5,mmu-miR-7648-3p,nucleus_positive,0.0403
Ptpn13,ENSMUST00000199412.5,mmu-miR-5126,nucleus_positive,0.0168
Ptpn13,ENSMUST00000199412.5,mmu-miR-5126,nucleus_positive,0.0343
Ptpn13,ENSMUST00000199412.5,mmu-miR-762,nucleus_positive,0.0481
Ptpn13,ENSMUST00000199412.5,mmu-miR-5126,nucleus_positive,0.0448
Ptprm,ENSMUST00000037974.10,mmu-miR-328-5p,nucleoplasm_positive,0.0438
Ptprm,ENSMUST00000223982.2,mmu-miR-149-3p,nucleoplasm_negative,0.0355
Ptprm,ENSMUST00000224091.2,mmu-miR-762,nucleus_positive,0.0335
Ptprm,ENSMUST00000224091.2,mmu-miR-328-5p,nucleoplasm_positive,0.0438
Ptprm,ENSMUST00000225074.2,mmu-miR-149-3p,nucleoplasm_negative,0.0355
Ptprm,ENSMUST00000225688.2,mmu-miR-346-3p,mitochondrion_negative,0.0439
Ptpro,ENSMUST00000077115.13,mmu-miR-1930-3p,mitochondrion_positive,0.0326
Ptpro,ENSMUST00000077115.13,mmu-miR-5110,ER_negative,0.0373
Ptpro,ENSMUST00000077115.13,mmu-miR-5126,nucleus_positive,0.0168
Ptpro,ENSMUST00000077115.13,mmu-miR-762,nucleus_positive,0.0433
Ptpro,ENSMUST00000167002.4,mmu-miR-1930-3p,mitochondrion_positive,0.0326
Ptpro,ENSMUST00000167002.4,mmu-miR-6919-3p,nucleoplasm_negative,0.0465
Ptpro,ENSMUST00000167679.8,mmu-miR-1930-3p,mitochondrion_positive,0.0326
Ptpro,ENSMUST00000167679.8,mmu-miR-5110,ER_negative,0.0373
Ptpro,ENSMUST00000167679.8,mmu-miR-5126,nucleus_positive,0.0168
Ptpro,ENSMUST00000167679.8,mmu-miR-762,nucleus_positive,0.0433
Ptpro,ENSMUST00000167679.8,mmu-miR-6919-3p,nucleoplasm_negative,0.0465
Ptpro,ENSMUST00000203010.2,mmu-miR-5110,ER_negative,0.0373
Ptpro,ENSMUST00000203010.2,mmu-miR-5126,nucleus_positive,0.0168
Ptpro,ENSMUST00000203010.2,mmu-miR-467f,chromatin_positive,0.0168
Ptpro,ENSMUST00000203010.2,mmu-miR-466f-3p,chromatin_positive,0.0384
Ptpro,ENSMUST00000203127.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0465
Ptpro,ENSMUST00000203255.3,mmu-miR-6919-3p,nucleoplasm_negative,0.0465
Ptpro,ENSMUST00000203914.2,mmu-miR-1930-3p,mitochondrion_positive,0.0326
Ptprr,ENSMUST00000063470.11,mmu-miR-5110,ER_negative,0.0437
Ptprr,ENSMUST00000063470.11,mmu-miR-762,nucleus_positive,0.0443
Ptprr,ENSMUST00000105271.9,mmu-miR-17-3p,nucleolus_negative,0.0435
Ptprr,ENSMUST00000105271.9,mmu-miR-762,nucleus_positive,0.0443
Ptprr,ENSMUST00000128399.2,mmu-miR-17-3p,nucleolus_negative,0.0435
Ptprr,ENSMUST00000128399.2,mmu-miR-762,nucleus_positive,0.0443
Ptprr,ENSMUST00000142617.2,mmu-miR-7648-3p,nucleus_positive,0.0403
Ptprr,ENSMUST00000142617.2,mmu-miR-762,nucleus_positive,0.0481
Ptprr,ENSMUST00000148731.8,mmu-miR-17-3p,nucleolus_negative,0.0435
Ptprr,ENSMUST00000148731.8,mmu-miR-762,nucleus_positive,0.0443
Ptprr,ENSMUST00000155606.8,mmu-miR-17-3p,nucleolus_negative,0.0435
Ptprr,ENSMUST00000155606.8,mmu-miR-762,nucleus_positive,0.0443
Ptprs,ENSMUST00000067538.6,mmu-miR-6953-5p,nucleoplasm_positive,0.0327
Ptprs,ENSMUST00000067538.6,mmu-miR-762,nucleus_positive,0.017
Ptprs,ENSMUST00000067538.6,mmu-miR-7028-5p,nucleus_positive,0.0405
Ptprs,ENSMUST00000067538.6,mmu-miR-5126,nucleus_positive,0.00745
Ptprs,ENSMUST00000067538.6,mmu-miR-7669-3p,extracellular_positive,0.0377
Ptprs,ENSMUST00000067538.6,mmu-miR-6931-5p,nucleus_positive,0.0196
Ptprs,ENSMUST00000067538.6,mmu-miR-762,nucleus_positive,0.0335
Ptprs,ENSMUST00000067538.6,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Ptprs,ENSMUST00000067538.6,mmu-miR-466n-5p,nucleus_positive,0.0105
