Gene,Transcript,Cluster
Sipa1l2,ENSMUST00000108775.2,cytoplasm_negative
Sipa1l2,ENSMUST00000108775.2,nucleoplasm_negative
Sipa1l2,ENSMUST00000108775.2,nucleus_positive
Sipa1l2,ENSMUST00000212168.2,ER_negative
Sipa1l2,ENSMUST00000212168.2,nucleoplasm_positive
Sipa1l2,ENSMUST00000212168.2,nucleus_positive
Sipa1l2,ENSMUST00000212604.2,nucleoplasm_positive
Sipa1l2,ENSMUST00000212604.2,nucleus_positive
Sipa1l2,ENSMUST00000212987.2,nucleoplasm_negative
Sipa1l2,ENSMUST00000212987.2,nucleus_positive
Sirpa,ENSMUST00000049262.14,chromatin_positive
Sirpa,ENSMUST00000049262.14,nucleoplasm_positive
Sirpa,ENSMUST00000049262.14,nucleus_positive
Sirpa,ENSMUST00000099113.10,ER_negative
Sirpa,ENSMUST00000099113.10,chromatin_positive
Sirpa,ENSMUST00000099113.10,nucleoplasm_positive
Sirpa,ENSMUST00000099113.10,nucleus_positive
Sirpa,ENSMUST00000103202.10,ER_negative
Sirpa,ENSMUST00000103202.10,chromatin_positive
Sirpa,ENSMUST00000103202.10,nucleoplasm_positive
Sirpa,ENSMUST00000103202.10,nucleus_positive
Sirpa,ENSMUST00000103203.8,chromatin_positive
Sirpa,ENSMUST00000103203.8,nucleoplasm_positive
Sirpa,ENSMUST00000103203.8,nucleus_positive
Sirpa,ENSMUST00000127751.8,mitochondrion_negative
Sirpa,ENSMUST00000127751.8,nucleoplasm_negative
Sirpa,ENSMUST00000136153.8,mitochondrion_negative
Sirpa,ENSMUST00000136153.8,nucleoplasm_negative
Sirpa,ENSMUST00000136554.2,mitochondrion_negative
Sirpa,ENSMUST00000153491.8,mitochondrion_negative
Sirpa,ENSMUST00000160276.2,mitochondrion_negative
Sirpa,ENSMUST00000160952.2,mitochondrion_negative
Sirpa,ENSMUST00000160952.2,nucleoplasm_negative
Sirpa,ENSMUST00000161620.8,chromatin_positive
Sirpa,ENSMUST00000161620.8,nucleoplasm_positive
Sirpa,ENSMUST00000161620.8,nucleus_positive
Sirpa,ENSMUST00000163034.8,mitochondrion_negative
Sirpa,ENSMUST00000163034.8,nucleus_positive
Sirpa,ENSMUST00000179001.8,chromatin_positive
Sirpa,ENSMUST00000179001.8,nucleoplasm_positive
Sirpa,ENSMUST00000179001.8,nucleus_positive
Sirt7,ENSMUST00000106183.3,nucleoplasm_negative
Sirt7,ENSMUST00000127882.8,nucleus_positive
Sirt7,ENSMUST00000134255.8,mitochondrion_negative
Sirt7,ENSMUST00000134255.8,nucleoplasm_negative
Sirt7,ENSMUST00000134255.8,nucleus_positive
Sirt7,ENSMUST00000134255.8,ribosome_negative
Sirt7,ENSMUST00000146809.2,mitochondrion_negative
Sirt7,ENSMUST00000152331.2,nucleus_positive
Sirt7,ENSMUST00000152331.2,ribosome_negative
Sirt7,ENSMUST00000153018.2,nucleoplasm_negative
Sirt7,ENSMUST00000153532.8,mitochondrion_negative
Sirt7,ENSMUST00000153532.8,nucleoplasm_negative
Sirt7,ENSMUST00000154714.2,mitochondrion_negative
Six1,ENSMUST00000050029.8,ER_negative
Six1,ENSMUST00000050029.8,nucleoplasm_negative
Six1,ENSMUST00000050029.8,nucleus_positive
Six1,ENSMUST00000175677.2,nucleoplasm_negative
Six1,ENSMUST00000175677.2,nucleus_positive
Skp2,ENSMUST00000096482.10,ER_negative
Skp2,ENSMUST00000096482.10,chromatin_positive
Skp2,ENSMUST00000096482.10,nucleus_positive
Skp2,ENSMUST00000110585.10,ER_negative
Skp2,ENSMUST00000110585.10,chromatin_positive
Skp2,ENSMUST00000110585.10,nucleus_positive
Skp2,ENSMUST00000190131.2,ER_negative
Skp2,ENSMUST00000190406.2,nucleus_positive
Skp2,ENSMUST00000191316.2,ER_negative
Slc16a7,ENSMUST00000063318.10,nucleus_positive
Slc16a7,ENSMUST00000063318.10,ribosome_negative
Slc16a7,ENSMUST00000105257.4,nucleus_positive
Slc16a7,ENSMUST00000210069.2,nucleus_positive
Slc16a7,ENSMUST00000210069.2,ribosome_negative
Slc16a7,ENSMUST00000210780.2,chromatin_positive
Slc16a7,ENSMUST00000210780.2,nucleus_positive
Slc16a7,ENSMUST00000211781.2,chromatin_positive
Slc16a7,ENSMUST00000211781.2,nucleoplasm_negative
Slc16a7,ENSMUST00000211781.2,nucleus_positive
Slc1a4,ENSMUST00000004634.7,extracellular_positive
Slc1a4,ENSMUST00000004634.7,nucleus_positive
Slc1a4,ENSMUST00000109594.8,chromatin_positive
Slc1a4,ENSMUST00000109594.8,extracellular_positive
Slc1a4,ENSMUST00000109594.8,nucleus_positive
Slc29a1,ENSMUST00000051574.13,nucleus_positive
Slc29a1,ENSMUST00000064889.13,nucleus_positive
Slc29a1,ENSMUST00000097317.10,nucleus_positive
Slc29a1,ENSMUST00000163492.8,nucleolus_negative
Slc29a1,ENSMUST00000163492.8,nucleoplasm_negative
Slc29a1,ENSMUST00000163492.8,nucleus_positive
Slc29a1,ENSMUST00000164217.8,nucleus_positive
Slc29a1,ENSMUST00000167692.8,nucleus_positive
Slc29a1,ENSMUST00000167863.8,nucleus_positive
Slc29a1,ENSMUST00000170113.8,mitochondrion_negative
Slc29a1,ENSMUST00000171847.8,nucleus_positive
Slc29a1,ENSMUST00000171876.8,ER_negative
Slc29a1,ENSMUST00000171876.8,nucleolus_negative
Slc29a1,ENSMUST00000171876.8,nucleoplasm_negative
Slc35b2,ENSMUST00000041353.7,nucleoplasm_positive
Slc35b2,ENSMUST00000041353.7,nucleus_positive
Slc35b2,ENSMUST00000041353.7,ribosome_negative
Slc35b2,ENSMUST00000224559.2,nucleoplasm_positive
Slc35b2,ENSMUST00000224559.2,nucleus_positive
Slc35b2,ENSMUST00000224559.2,ribosome_negative
Slc35b2,ENSMUST00000224905.2,nucleus_positive
Slc35b2,ENSMUST00000225226.2,nucleoplasm_negative
Slc35b2,ENSMUST00000225226.2,nucleus_positive
Slc35b2,ENSMUST00000225226.2,ribosome_negative
Slc35b2,ENSMUST00000226086.2,nucleus_positive
Slc38a7,ENSMUST00000040481.4,nucleoplasm_positive
Slc38a7,ENSMUST00000040481.4,nucleus_positive
Slc38a7,ENSMUST00000142881.2,cytoplasm_negative
Slc38a7,ENSMUST00000212270.2,cytoplasm_negative
Slc38a7,ENSMUST00000212270.2,nucleus_positive
Slc38a7,ENSMUST00000212628.2,cytoplasm_negative
Slc38a7,ENSMUST00000212628.2,nucleus_positive
Slc43a1,ENSMUST00000028469.14,nucleus_positive
Slc43a1,ENSMUST00000111624.8,nucleoplasm_negative
Slc43a1,ENSMUST00000111624.8,nucleus_positive
Slc43a1,ENSMUST00000111625.2,nucleus_positive
Slc43a1,ENSMUST00000121114.8,nucleus_positive
Slc43a1,ENSMUST00000145004.2,ER_negative
Slc43a1,ENSMUST00000145004.2,nucleoplasm_negative
Slc43a1,ENSMUST00000145004.2,nucleus_positive
Slc43a2,ENSMUST00000042561.14,ER_negative
Slc43a2,ENSMUST00000042561.14,chromatin_positive
Slc43a2,ENSMUST00000042561.14,nucleoplasm_positive
Slc43a2,ENSMUST00000042561.14,nucleus_positive
Slc43a2,ENSMUST00000108433.8,ER_negative
Slc43a2,ENSMUST00000108433.8,nucleus_positive
Slc43a2,ENSMUST00000127226.3,mitochondrion_negative
Slc43a2,ENSMUST00000134112.8,ER_negative
Slc43a2,ENSMUST00000143035.8,mitochondrion_negative
Slc43a2,ENSMUST00000145901.8,ER_negative
Slc43a2,ENSMUST00000145901.8,nucleoplasm_negative
Slc43a2,ENSMUST00000145901.8,nucleus_positive
Slc43a2,ENSMUST00000149727.8,mitochondrion_negative
Slc43a2,ENSMUST00000152775.2,mitochondrion_negative
Slc43a2,ENSMUST00000155981.2,ER_negative
Slc43a2,ENSMUST00000169547.9,ER_negative
Slc43a2,ENSMUST00000169547.9,chromatin_positive
Slc43a2,ENSMUST00000169547.9,nucleoplasm_positive
Slc43a2,ENSMUST00000169547.9,nucleus_positive
Slc44a2,ENSMUST00000034697.8,chromatin_positive
Slc44a2,ENSMUST00000034697.8,nucleus_positive
Slc44a2,ENSMUST00000213499.2,nucleus_positive
Slc44a2,ENSMUST00000215574.2,chromatin_positive
Slc44a2,ENSMUST00000215574.2,nucleus_positive
Slc44a2,ENSMUST00000217453.2,nucleoplasm_negative
Slc44a2,ENSMUST00000217453.2,nucleus_positive
Slc44a2,ENSMUST00000217461.2,chromatin_positive
Slc44a2,ENSMUST00000217461.2,nucleus_positive
Slco3a1,ENSMUST00000026897.14,nucleoplasm_positive
Slco3a1,ENSMUST00000026897.14,nucleus_positive
Slco3a1,ENSMUST00000098371.9,nucleus_positive
Slco3a1,ENSMUST00000098371.9,ribosome_negative
Slco3a1,ENSMUST00000107453.8,nucleus_positive
Slco3a1,ENSMUST00000134539.2,ribosome_negative
Slco3a1,ENSMUST00000136389.2,ribosome_negative
Slco3a1,ENSMUST00000138099.2,nucleus_positive
Sltm,ENSMUST00000213362.2,chromatin_positive
Sltm,ENSMUST00000213362.2,extracellular_positive
Sltm,ENSMUST00000213362.2,nucleoplasm_positive
Sltm,ENSMUST00000215714.2,nucleoplasm_negative
Sltm,ENSMUST00000215714.2,nucleus_positive
Sltm,ENSMUST00000216816.2,nucleus_positive
Smim1,ENSMUST00000125533.9,ER_negative
Smim1,ENSMUST00000125533.9,nucleoplasm_positive
Smim1,ENSMUST00000125533.9,nucleus_positive
Smim1,ENSMUST00000126119.8,ER_negative
Smim1,ENSMUST00000126119.8,cytoplasm_negative
Smim1,ENSMUST00000126119.8,nucleus_positive
Smim1,ENSMUST00000131325.3,ER_negative
Smim1,ENSMUST00000131325.3,nucleus_positive
Smim1,ENSMUST00000139569.2,ER_negative
Smim1,ENSMUST00000143047.8,nucleus_positive
Smim1,ENSMUST00000145527.8,ER_negative
Smim1,ENSMUST00000146054.8,ER_negative
Smim1,ENSMUST00000146054.8,nucleus_positive
Smim1,ENSMUST00000146543.9,ER_negative
Smim1,ENSMUST00000182151.8,ER_negative
Smim1,ENSMUST00000182151.8,cytoplasm_negative
Smim1,ENSMUST00000182151.8,nucleus_positive
Smim1,ENSMUST00000182191.8,mitochondrion_negative
Smim1,ENSMUST00000182191.8,nucleus_positive
Smim8,ENSMUST00000108131.8,nucleus_positive
Smim8,ENSMUST00000108133.10,nucleus_positive
Smim8,ENSMUST00000147396.2,extracellular_positive
Smim8,ENSMUST00000147396.2,nucleus_positive
Smtn,ENSMUST00000020721.15,ER_negative
Smtn,ENSMUST00000020721.15,nucleoplasm_positive
Smtn,ENSMUST00000020721.15,nucleus_positive
Smtn,ENSMUST00000075118.10,ER_negative
Smtn,ENSMUST00000075118.10,nucleoplasm_positive
Smtn,ENSMUST00000075118.10,nucleus_positive
Smtn,ENSMUST00000110011.8,ER_negative
Smtn,ENSMUST00000110011.8,nucleoplasm_negative
Smtn,ENSMUST00000110011.8,nucleus_positive
Smtn,ENSMUST00000136243.2,nucleoplasm_negative
Smtn,ENSMUST00000151804.2,nucleoplasm_negative
Smtn,ENSMUST00000154861.8,ER_negative
Smtn,ENSMUST00000154861.8,nucleoplasm_positive
Smtn,ENSMUST00000154861.8,nucleus_positive
Smtn,ENSMUST00000156201.8,nucleoplasm_negative
Smtn,ENSMUST00000170588.8,ER_negative
Smtn,ENSMUST00000170588.8,nucleoplasm_positive
Smtn,ENSMUST00000170588.8,nucleus_positive
Snapc4,ENSMUST00000035427.11,nucleoplasm_positive
Snapc4,ENSMUST00000035427.11,nucleus_positive
Snapc4,ENSMUST00000114115.9,nucleoplasm_positive
Snapc4,ENSMUST00000114115.9,nucleus_positive
Snapc4,ENSMUST00000136054.2,ribosome_negative
Snapc4,ENSMUST00000144871.2,mitochondrion_negative
Snapc4,ENSMUST00000149850.8,nucleoplasm_positive
Snapc4,ENSMUST00000149850.8,nucleus_positive
Snrk,ENSMUST00000118886.9,chromatin_positive
Snrk,ENSMUST00000118886.9,extracellular_positive
Snrk,ENSMUST00000118886.9,nucleoplasm_positive
Snrk,ENSMUST00000118886.9,nucleus_positive
Snrk,ENSMUST00000120173.9,chromatin_positive
Snrk,ENSMUST00000120173.9,extracellular_positive
Snrk,ENSMUST00000120173.9,nucleoplasm_positive
Snrk,ENSMUST00000120173.9,nucleus_positive
Snrk,ENSMUST00000145384.2,nucleus_positive
Snrk,ENSMUST00000151872.2,extracellular_positive
Sntb1,ENSMUST00000039769.13,chromatin_positive
Sntb1,ENSMUST00000039769.13,nucleus_positive
Sntb1,ENSMUST00000110200.3,ER_negative
Sntb1,ENSMUST00000110200.3,nucleus_positive
Sntb1,ENSMUST00000140574.2,mitochondrion_negative
Sorbs3,ENSMUST00000022682.6,nucleoplasm_positive
Sorbs3,ENSMUST00000227259.2,chromatin_negative
Sorbs3,ENSMUST00000227259.2,cytoplasm_positive
Sorbs3,ENSMUST00000227653.2,chromatin_negative
Sorbs3,ENSMUST00000227653.2,cytoplasm_positive
Sorbs3,ENSMUST00000227929.2,chromatin_negative
Sorbs3,ENSMUST00000227929.2,mitochondrion_negative
Sox5,ENSMUST00000038815.14,ER_negative
Sox5,ENSMUST00000038815.14,chromatin_positive
Sox5,ENSMUST00000038815.14,nucleus_positive
Sox5,ENSMUST00000077160.12,mitochondrion_negative
Sox5,ENSMUST00000077160.12,nucleoplasm_negative
Sox5,ENSMUST00000111748.8,mitochondrion_negative
Sox5,ENSMUST00000111748.8,nucleoplasm_negative
Sox5,ENSMUST00000111749.8,mitochondrion_negative
Sox5,ENSMUST00000111749.8,nucleoplasm_negative
Sox5,ENSMUST00000111749.8,nucleus_positive
Sox5,ENSMUST00000129050.8,nucleus_positive
Sox5,ENSMUST00000141102.8,nucleus_positive
Sox5,ENSMUST00000142294.8,nucleus_positive
Sox5,ENSMUST00000149451.8,chromatin_negative
Sox5,ENSMUST00000149451.8,nucleoplasm_negative
Sox5,ENSMUST00000149451.8,nucleus_positive
Sox5,ENSMUST00000170367.9,ER_negative
Sox5,ENSMUST00000170367.9,chromatin_positive
Sox5,ENSMUST00000170367.9,nucleus_positive
Sox8,ENSMUST00000025003.11,ER_negative
Sox8,ENSMUST00000025003.11,extracellular_positive
Sox8,ENSMUST00000025003.11,nucleus_positive
Sox8,ENSMUST00000173447.3,nucleus_positive
Sox8,ENSMUST00000249782.1,ER_negative
Sox8,ENSMUST00000249782.1,chromatin_positive
Sox8,ENSMUST00000249782.1,extracellular_positive
Sox8,ENSMUST00000249782.1,nucleus_positive
Spon1,ENSMUST00000046687.16,ER_negative
Spon1,ENSMUST00000046687.16,nucleoplasm_positive
Spon1,ENSMUST00000046687.16,nucleus_positive
Spon1,ENSMUST00000084696.6,ER_negative
Spon1,ENSMUST00000084696.6,chromatin_positive
Spon1,ENSMUST00000084696.6,nucleoplasm_positive
Spon1,ENSMUST00000084696.6,nucleus_positive
Sppl2b,ENSMUST00000035597.10,ER_negative
Sppl2b,ENSMUST00000035597.10,extracellular_positive
Sppl2b,ENSMUST00000035597.10,nucleus_positive
Sppl2b,ENSMUST00000218789.2,ER_negative
Sppl2b,ENSMUST00000218789.2,extracellular_positive
Sppl2b,ENSMUST00000218789.2,nucleus_positive
Sppl2b,ENSMUST00000218812.2,ER_negative
Sppl2b,ENSMUST00000218812.2,mitochondrion_negative
Sppl2b,ENSMUST00000218812.2,ribosome_negative
Sppl2b,ENSMUST00000219136.2,ER_negative
Sppl2b,ENSMUST00000219136.2,mitochondrion_negative
Sppl2b,ENSMUST00000219136.2,nucleus_positive
Sppl2b,ENSMUST00000219136.2,ribosome_negative
Sppl2b,ENSMUST00000219614.2,ER_negative
Sppl2b,ENSMUST00000219614.2,mitochondrion_negative
Sppl2b,ENSMUST00000219951.2,ER_negative
Sppl2b,ENSMUST00000219951.2,mitochondrion_negative
Sppl2b,ENSMUST00000219951.2,ribosome_negative
Sppl2b,ENSMUST00000220091.2,ER_negative
Sppl2b,ENSMUST00000220091.2,extracellular_positive
Sppl2b,ENSMUST00000220091.2,nucleus_positive
Spry1,ENSMUST00000038569.8,ER_negative
Spry1,ENSMUST00000038569.8,extracellular_positive
Spry1,ENSMUST00000038569.8,nucleus_positive
Spry1,ENSMUST00000108107.2,ER_negative
Spry1,ENSMUST00000108107.2,extracellular_positive
Spry1,ENSMUST00000108107.2,nucleus_positive
Spry1,ENSMUST00000108109.8,ER_negative
Spry1,ENSMUST00000108109.8,chromatin_positive
Spry1,ENSMUST00000108109.8,extracellular_positive
Spry1,ENSMUST00000108109.8,nucleus_positive
Spsb4,ENSMUST00000055433.5,nucleoplasm_positive
Spsb4,ENSMUST00000055433.5,nucleus_positive
Spsb4,ENSMUST00000064445.2,ER_negative
Spsb4,ENSMUST00000064445.2,nucleus_positive
Spsb4,ENSMUST00000159298.2,mitochondrion_negative
Spsb4,ENSMUST00000162307.2,mitochondrion_negative
Sptan1,ENSMUST00000046257.14,ER_negative
Sptan1,ENSMUST00000046257.14,nucleoplasm_negative
Sptan1,ENSMUST00000046257.14,nucleus_positive
Sptan1,ENSMUST00000095083.11,ER_negative
Sptan1,ENSMUST00000095083.11,nucleus_positive
Sptan1,ENSMUST00000100225.9,ER_negative
Sptan1,ENSMUST00000100225.9,nucleus_positive
Sptan1,ENSMUST00000113717.8,ER_negative
Sptan1,ENSMUST00000113717.8,nucleus_positive
Sptan1,ENSMUST00000113719.9,ER_negative
Sptan1,ENSMUST00000113719.9,nucleus_positive
Sptan1,ENSMUST00000113741.8,mitochondrion_negative
Sptan1,ENSMUST00000113741.8,nucleoplasm_negative
Sptan1,ENSMUST00000129241.3,ER_negative
Sptan1,ENSMUST00000143918.8,ER_negative
Sptan1,ENSMUST00000143918.8,nucleus_positive
Sptan1,ENSMUST00000202286.2,mitochondrion_negative
Sptan1,ENSMUST00000202286.2,nucleoplasm_negative
Sptan1,ENSMUST00000202286.2,nucleus_positive
Srgap1,ENSMUST00000020322.12,chromatin_positive
Srgap1,ENSMUST00000020322.12,nucleus_positive
Srgap1,ENSMUST00000081688.13,chromatin_positive
Srgap1,ENSMUST00000081688.13,nucleus_positive
Srgap1,ENSMUST00000161996.2,nucleus_positive
St3gal6,ENSMUST00000114357.10,nucleus_positive
St3gal6,ENSMUST00000114358.9,nucleus_positive
St3gal6,ENSMUST00000126978.8,nucleoplasm_negative
St3gal6,ENSMUST00000126978.8,nucleus_positive
St3gal6,ENSMUST00000137035.8,chromatin_positive
St3gal6,ENSMUST00000137035.8,nucleus_positive
St3gal6,ENSMUST00000142900.8,nucleoplasm_negative
St3gal6,ENSMUST00000145283.2,nucleoplasm_negative
St3gal6,ENSMUST00000145283.2,nucleus_positive
St3gal6,ENSMUST00000151510.2,nucleoplasm_negative
St6gal1,ENSMUST00000023601.14,nucleus_positive
St6gal1,ENSMUST00000115335.2,nucleus_positive
St6gal1,ENSMUST00000152449.8,mitochondrion_negative
St6gal1,ENSMUST00000178797.8,nucleoplasm_positive
St6gal1,ENSMUST00000178797.8,nucleus_positive
Stat1,ENSMUST00000070968.14,nucleus_positive
Stat1,ENSMUST00000185743.2,mitochondrion_negative
Stat1,ENSMUST00000186057.7,nucleus_positive
Stat1,ENSMUST00000186574.7,nucleus_positive
Stat1,ENSMUST00000186857.7,nucleoplasm_negative
Stat1,ENSMUST00000186857.7,nucleus_positive
Stat1,ENSMUST00000189075.2,mitochondrion_negative
Stat1,ENSMUST00000189075.2,nucleus_positive
Stat1,ENSMUST00000189244.7,nucleoplasm_negative
Stat1,ENSMUST00000189244.7,nucleus_positive
Stat1,ENSMUST00000189347.7,nucleus_positive
Stat1,ENSMUST00000191435.7,nucleus_positive
Stat3,ENSMUST00000092671.12,chromatin_negative
Stat3,ENSMUST00000092671.12,nucleus_positive
Stat3,ENSMUST00000103114.8,chromatin_positive
Stat3,ENSMUST00000103114.8,nucleus_positive
Stat3,ENSMUST00000127638.8,nucleus_positive
Stat3,ENSMUST00000137093.8,nucleus_positive
Stat3,ENSMUST00000138438.2,nucleus_positive
Stat3,ENSMUST00000146971.2,nucleus_positive
Stat3,ENSMUST00000152601.2,chromatin_negative
Stat3,ENSMUST00000152623.2,nucleoplasm_negative
Stat3,ENSMUST00000155972.2,chromatin_negative
Stmn2,ENSMUST00000029002.9,nucleolus_negative
Stmn2,ENSMUST00000191847.2,ER_negative
Stxbp2,ENSMUST00000004745.9,nucleus_positive
Stxbp2,ENSMUST00000159370.8,mitochondrion_negative
Stxbp2,ENSMUST00000159370.8,nucleus_positive
Stxbp2,ENSMUST00000160708.8,ER_negative
Stxbp2,ENSMUST00000160708.8,nucleus_positive
Stxbp2,ENSMUST00000161629.8,mitochondrion_negative
Stxbp2,ENSMUST00000161629.8,nucleus_positive
Stxbp2,ENSMUST00000162737.8,chromatin_positive
Stxbp2,ENSMUST00000162737.8,nucleus_positive
Stxbp2,ENSMUST00000162832.2,mitochondrion_negative
Stxbp2,ENSMUST00000162832.2,nucleus_positive
Supt20,ENSMUST00000170552.6,nucleoplasm_negative
Supt20,ENSMUST00000197502.5,mitochondrion_negative
Supt20,ENSMUST00000197502.5,nucleoplasm_negative
Supt20,ENSMUST00000199674.5,nucleoplasm_negative
Supt20,ENSMUST00000199674.5,nucleus_positive
Supt20,ENSMUST00000200024.5,nucleus_positive
Supt20,ENSMUST00000200439.2,chromatin_positive
Supt20,ENSMUST00000200439.2,nucleus_positive
Supt20,ENSMUST00000200441.5,nucleus_positive
Syn3,ENSMUST00000120638.8,nucleus_positive
Syn3,ENSMUST00000121789.2,chromatin_positive
Syn3,ENSMUST00000121789.2,nucleoplasm_negative
Syn3,ENSMUST00000121789.2,nucleus_positive
Syn3,ENSMUST00000123783.8,nucleoplasm_negative
Syn3,ENSMUST00000123783.8,nucleus_positive
Syn3,ENSMUST00000139197.2,chromatin_positive
Syn3,ENSMUST00000139197.2,nucleus_positive
Syn3,ENSMUST00000145864.8,nucleoplasm_negative
Syn3,ENSMUST00000145864.8,nucleus_positive
Syngr1,ENSMUST00000009727.12,chromatin_positive
Syngr1,ENSMUST00000009727.12,nucleoplasm_positive
Syngr1,ENSMUST00000009727.12,nucleus_positive
Syngr1,ENSMUST00000009728.13,nucleus_positive
Syngr1,ENSMUST00000135727.2,mitochondrion_negative
Syt1,ENSMUST00000064054.14,chromatin_positive
Syt1,ENSMUST00000064054.14,extracellular_positive
Syt1,ENSMUST00000064054.14,nucleus_positive
Syt1,ENSMUST00000105276.8,chromatin_positive
Syt1,ENSMUST00000105276.8,extracellular_positive
Syt1,ENSMUST00000105276.8,nucleus_positive
Syt1,ENSMUST00000146618.2,extracellular_positive
Syt1,ENSMUST00000146618.2,nucleoplasm_negative
Syt1,ENSMUST00000146618.2,nucleus_positive
Syt1,ENSMUST00000146618.2,ribosome_negative
Syt1,ENSMUST00000156979.2,ribosome_negative
Tanc2,ENSMUST00000089485.6,nucleus_positive
Tanc2,ENSMUST00000100330.10,nucleoplasm_positive
Tanc2,ENSMUST00000100330.10,nucleus_positive
Tanc2,ENSMUST00000146162.8,nucleus_positive
Tanc2,ENSMUST00000147975.2,ER_negative
Tanc2,ENSMUST00000147975.2,nucleus_positive
Tanc2,ENSMUST00000168598.8,nucleus_positive
Tapbp,ENSMUST00000025161.10,nucleus_positive
Tapbp,ENSMUST00000172489.3,nucleoplasm_negative
Tapbp,ENSMUST00000172888.2,nucleus_positive
Tapbp,ENSMUST00000234247.2,nucleus_positive
Tapbp,ENSMUST00000234273.2,nucleoplasm_negative
Tapbp,ENSMUST00000234273.2,nucleus_positive
Tapbp,ENSMUST00000234582.2,mitochondrion_negative
Tbc1d10a,ENSMUST00000041042.13,extracellular_positive
Tbc1d10a,ENSMUST00000041042.13,nucleus_positive
Tbc1d10a,ENSMUST00000135089.2,nucleoplasm_negative
Tbc1d10a,ENSMUST00000147485.8,nucleus_positive
Tbc1d10a,ENSMUST00000149465.2,nucleoplasm_negative
Tbc1d10a,ENSMUST00000180088.2,extracellular_positive
Tbc1d10a,ENSMUST00000180088.2,nucleus_positive
Tbcd,ENSMUST00000103013.10,ER_negative
Tbcd,ENSMUST00000103013.10,nucleus_positive
Tbcd,ENSMUST00000139414.8,nucleoplasm_negative
Tbcd,ENSMUST00000139414.8,ribosome_negative
Tbcd,ENSMUST00000151666.2,nucleus_positive
Tbcd,ENSMUST00000151666.2,ribosome_negative
Tbcd,ENSMUST00000155666.8,nucleoplasm_negative
Tbcd,ENSMUST00000155666.8,nucleus_positive
Tbx20,ENSMUST00000052946.12,chromatin_positive
Tbx20,ENSMUST00000052946.12,nucleus_positive
Tbx20,ENSMUST00000217597.2,nucleus_positive
Tbx3,ENSMUST00000018748.9,ER_negative
Tbx3,ENSMUST00000018748.9,chromatin_positive
Tbx3,ENSMUST00000018748.9,nucleoplasm_positive
Tbx3,ENSMUST00000018748.9,nucleus_positive
Tbx3,ENSMUST00000079719.11,ER_negative
Tbx3,ENSMUST00000079719.11,cytoplasm_negative
Tbx3,ENSMUST00000079719.11,mitochondrion_negative
Tbx3,ENSMUST00000079719.11,nucleus_positive
Tbx3,ENSMUST00000121021.8,ER_negative
Tbx3,ENSMUST00000121021.8,chromatin_positive
Tbx3,ENSMUST00000121021.8,nucleoplasm_positive
Tbx3,ENSMUST00000121021.8,nucleus_positive
Tbx3,ENSMUST00000202034.2,ER_negative
Tbx3,ENSMUST00000202034.2,mitochondrion_negative
Tbx3,ENSMUST00000202034.2,nucleus_positive
Tef,ENSMUST00000023024.8,nucleoplasm_negative
Tef,ENSMUST00000023024.8,nucleus_positive
Tef,ENSMUST00000109553.10,ER_negative
Tef,ENSMUST00000109553.10,extracellular_positive
Tef,ENSMUST00000109553.10,nucleoplasm_negative
Tef,ENSMUST00000109553.10,nucleus_positive
Tef,ENSMUST00000164673.2,ER_negative
Tef,ENSMUST00000164673.2,nucleus_positive
Tef,ENSMUST00000166302.2,mitochondrion_negative
Tef,ENSMUST00000166302.2,nucleus_positive
Tef,ENSMUST00000168200.2,ER_negative
Tef,ENSMUST00000170027.2,nucleoplasm_negative
Tef,ENSMUST00000172208.2,ER_negative
Telo2,ENSMUST00000024987.6,nucleoplasm_positive
Telo2,ENSMUST00000024987.6,nucleus_positive
Telo2,ENSMUST00000115181.9,nucleoplasm_positive
Telo2,ENSMUST00000115181.9,nucleus_positive
Telo2,ENSMUST00000130525.2,nucleus_positive
Telo2,ENSMUST00000139196.2,nucleus_positive
Telo2,ENSMUST00000152460.2,nucleus_positive
Telo2,ENSMUST00000155607.8,chromatin_negative
Telo2,ENSMUST00000155607.8,nucleus_positive
Telo2,ENSMUST00000156698.2,nucleus_positive
Tenm4,ENSMUST00000107162.8,nucleoplasm_positive
Tenm4,ENSMUST00000107162.8,nucleus_positive
Tenm4,ENSMUST00000107165.8,nucleoplasm_negative
Tenm4,ENSMUST00000107165.8,nucleus_positive
Tenm4,ENSMUST00000107166.8,nucleoplasm_positive
Tenm4,ENSMUST00000107166.8,nucleus_positive
Tenm4,ENSMUST00000129445.8,nucleoplasm_positive
Tenm4,ENSMUST00000129445.8,nucleus_positive
Tenm4,ENSMUST00000131541.2,cytoplasm_negative
Tenm4,ENSMUST00000131541.2,nucleoplasm_negative
Tenm4,ENSMUST00000131541.2,nucleus_positive
Tenm4,ENSMUST00000138760.8,ribosome_negative
Tfap2b,ENSMUST00000027059.11,nucleus_positive
Tfap2b,ENSMUST00000064976.6,nucleoplasm_negative
Tfap2b,ENSMUST00000064976.6,nucleus_positive
Tfap2b,ENSMUST00000187754.7,nucleus_positive
Tfdp2,ENSMUST00000034982.16,chromatin_positive
Tfdp2,ENSMUST00000034982.16,nucleus_positive
Tfdp2,ENSMUST00000165120.9,nucleus_positive
Tfdp2,ENSMUST00000179065.8,mitochondrion_negative
Tfdp2,ENSMUST00000179416.8,mitochondrion_negative
Tfdp2,ENSMUST00000185644.7,nucleus_positive
