sequence_id,chromatin_prob,cytoplasm_prob,cytosol_prob,endoplasmic reticulum_prob,extracellular region_prob,membrane_prob,mitochondrion_prob,nucleolus_prob,nucleoplasm_prob,nucleus_prob,ribosome_prob,predicted_locations
ENSMUST00000229280.2,7.449835e-19,4.87112e-16,8.11683e-17,5.380435e-16,1.0,1.1287256e-24,2.6311103e-10,6.571406e-24,1.707911e-22,4.3560042e-20,6.7001786e-22,extracellular region
ENSMUST00000222142.2,0.99999094,0.00015192926,1.0,1.7070563e-16,1.0,0.9999479,3.4095663e-08,0.0060513383,0.99995303,1.0,2.165336e-11,chromatin;cytosol;extracellular region;membrane;nucleoplasm;nucleus
ENSMUST00000155488.8,2.3667673e-05,1.4219496e-13,1.0,1.3225859e-26,1.0,4.5244997e-05,7.625741e-13,0.8155226,0.000109661356,1.0,8.4759066e-08,cytosol;extracellular region;nucleolus;nucleus
ENSMUST00000220082.2,9.02203e-14,7.0667454e-07,0.81105477,6.2003536e-18,1.0,5.158568e-07,0.9999968,3.72819e-09,1.3785017e-05,0.9999995,0.9977658,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000155765.2,1.787075e-14,1.4990776e-15,0.067245625,5.7117604e-22,1.0,2.4379764e-05,1.3291154e-07,2.7495955e-11,6.820255e-05,0.9992487,1.3721988e-14,extracellular region;nucleus
ENSMUST00000176066.8,1.1591893e-14,0.99533635,0.014605735,2.2560186e-13,0.9998185,8.8874145e-13,2.0990959e-11,5.0837307e-11,0.006725575,0.12903355,3.9517518e-11,cytoplasm;extracellular region
ENSMUST00000238079.2,1.2662272e-08,0.637377,1.0,1.1824385e-09,1.0,0.9999999,0.94937027,0.99944085,0.99984777,1.0,0.99992204,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000373404.1,1.7237216e-10,1.0,0.99784327,2.3733476e-08,1.0,9.9877536e-05,0.99675745,1.5434412e-06,2.9819108e-10,0.99999917,0.95974964,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000227171.2,0.059293192,5.0596515e-07,0.79768765,1.08114994e-16,4.200735e-10,2.979591e-14,1.036942e-11,0.99978846,0.9999671,0.990413,4.372923e-11,cytosol;nucleolus;nucleoplasm;nucleus
ENSMUST00000216077.2,2.4800371e-19,1.5120093e-10,1.0566701e-05,2.5165976e-17,0.9989166,3.011611e-07,1.1439319e-16,4.6617932e-11,3.8553325e-14,0.99740356,3.1375253e-19,extracellular region;nucleus
ENSMUST00000246344.1,0.00041131448,9.8290785e-11,6.568882e-05,2.3952244e-17,1.0,0.0001462998,0.83268917,1.1091341e-09,5.594489e-09,0.9999974,0.03247336,extracellular region;mitochondrion;nucleus
ENSMUST00000150121.2,1.0,0.99813443,1.0,1.1688443e-11,1.0,1.0,0.962408,1.0,1.0,1.0,0.9999993,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000198768.3,0.9999999,1.0,1.0,9.992295e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000219807.2,8.0844414e-18,2.1848164e-05,0.008853144,5.1963295e-16,1.0,4.02633e-06,0.99961674,2.073497e-15,2.8090808e-20,0.00079594826,7.557765e-11,extracellular region;mitochondrion
ENSMUST00000213362.2,0.96525204,0.99999523,1.0,2.2234302e-19,1.0,1.0,7.664032e-05,0.9993531,0.9972115,1.0,0.0003473695,chromatin;cytoplasm;cytosol;extracellular region;membrane;nucleolus;nucleoplasm;nucleus
ENSMUST00000155605.2,4.7510093e-06,0.999998,1.0,5.9591425e-09,1.0,0.042594988,0.0068284357,5.2350075e-05,0.8947381,1.0,0.4230895,cytoplasm;cytosol;extracellular region;nucleoplasm;nucleus
ENSMUST00000300994.1,6.3389344e-14,1.35127936e-08,1.0,4.8344786e-26,1.0,7.0042057e-07,0.00061221933,4.9172093e-11,1.0035235e-11,1.0,0.6696456,cytosol;extracellular region;nucleus;ribosome
ENSMUST00000219592.2,0.0011804361,1.0,1.0,1.3258321e-10,1.0,0.99999964,1.0,0.99998784,0.9999989,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000191909.6,1.4381119e-22,1.729623e-18,6.168936e-23,7.656989e-28,1.0,2.8797777e-29,2.888704e-06,5.6032337e-28,2.829251e-38,3.7593e-25,3.986763e-24,extracellular region
ENSMUST00000249625.1,0.9999994,1.0,1.0,2.143947e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000149590.8,7.8903046e-13,2.5468705e-20,0.9919059,5.306324e-23,0.99999976,5.1295036e-13,1.2631586e-12,3.4065813e-06,6.58366e-10,0.99990165,6.0738133e-13,cytosol;extracellular region;nucleus
ENSMUST00000165531.9,2.21065e-20,1.8521229e-16,2.0750516e-19,3.8055912e-23,1.0,2.891531e-16,2.4104239e-15,1.0641136e-21,4.0147556e-30,2.12281e-19,1.5786541e-24,extracellular region
ENSMUST00000163905.8,2.6026178e-12,1.0944641e-12,0.99064213,4.7646956e-22,1.0,0.00055176584,2.5225974e-05,2.3033571e-07,0.0010128119,1.0,2.0202476e-08,cytosol;extracellular region;nucleus
ENSMUST00000226737.2,2.2373899e-10,7.34105e-20,0.9001151,5.1549062e-24,0.9999976,2.2643104e-07,3.5311106e-14,5.933968e-11,2.1861204e-09,0.99676263,1.572764e-16,cytosol;extracellular region;nucleus
ENSMUST00000217121.2,1.8015998e-14,5.6193466e-15,0.00020577753,6.7569975e-17,1.0,8.620586e-09,0.0041350205,4.202347e-13,4.5477315e-09,0.06554505,4.0849816e-13,extracellular region
ENSMUST00000166632.2,3.9478114e-30,6.2011243e-21,4.6435723e-08,2.3517878e-36,1.0,6.5396286e-22,3.8578062e-28,1.9875656e-34,2.3054662e-27,2.6257469e-17,4.759946e-33,extracellular region
ENSMUST00000228365.2,2.4326689e-29,1.8495713e-19,1.2476002e-15,0.0,1.0,3.4282816e-23,4.2138654e-24,1.6596078e-28,6.972288e-24,6.863422e-07,1.0347604e-27,extracellular region
ENSMUST00000164022.8,3.4912626e-22,2.4017694e-22,8.1603465e-12,3.6762242e-25,1.0,6.7877857e-19,2.02919e-17,2.1119061e-19,8.314323e-25,1.5124916e-13,9.4743723e-26,extracellular region
ENSMUST00000265507.1,1.9270745e-13,8.3078855e-14,1.2758747e-10,9.962399e-20,1.0,2.5593367e-20,3.862273e-18,2.6001963e-12,3.5005783e-18,8.610881e-15,1.5565753e-18,extracellular region
ENSMUST00000223040.2,3.0074425e-06,1.844461e-10,0.9996997,1.1238869e-18,1.0,0.91676384,5.5808302e-11,0.008638034,3.4107952e-08,0.99999905,1.4331583e-07,cytosol;extracellular region;membrane;nucleus
ENSMUST00000150763.2,5.0725898e-08,9.840137e-09,1.0,9.648125e-19,1.0,6.708865e-06,0.0048569655,0.00047519233,9.561769e-07,1.0,0.036304742,cytosol;extracellular region;nucleus
ENSMUST00000225688.2,1.9976308e-10,1.0087329e-20,0.14099668,6.779671e-16,1.0,8.2670254e-10,3.8045932e-06,5.5184394e-12,2.4677254e-16,0.37825528,3.541091e-11,extracellular region
ENSMUST00000239492.2,0.0,2.6343905e-28,5.930768e-33,1.8673628e-37,1.0,2.6727256e-34,0.0,2.393764e-31,1.9507375e-33,6.2961865e-35,0.0,extracellular region
ENSMUST00000160389.2,2.618979e-21,1.3110825e-07,1.006057e-15,1.2171739e-18,1.0,4.4446994e-12,3.1047384e-10,3.448767e-25,5.8695626e-13,0.0009900475,3.7620587e-15,extracellular region
ENSMUST00000153167.2,4.89938e-09,0.00012969573,1.0,7.2986195e-17,0.99991333,0.999949,1.1789078e-06,0.9829522,0.00016517124,1.0,4.265404e-06,cytosol;extracellular region;membrane;nucleolus;nucleus
ENSMUST00000192584.2,1.7695217e-11,0.00020579144,0.508545,6.195642e-05,1.0,4.5952033e-06,1.0,5.6549762e-08,8.8921627e-13,1.0,0.04256099,cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000190983.7,4.8237763e-26,1.5973758e-20,6.0394974e-15,1.2463264e-21,1.0,7.6722573e-19,8.53931e-22,3.5736567e-24,2.834387e-35,5.238986e-15,1.1070376e-24,extracellular region
ENSMUST00000207636.2,1.4950899e-17,2.545352e-15,1.1377659e-11,1.3186605e-20,1.0,1.3200982e-15,1.02377155e-10,7.9156496e-19,6.670205e-32,4.27319e-05,1.4788477e-20,extracellular region
ENSMUST00000159345.8,0.999992,0.99999976,1.0,4.48832e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.99999976,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000224549.2,3.9777105e-06,1.1225911e-21,0.9999281,2.546998e-19,1.0,2.4965682e-15,8.196513e-14,2.4421789e-08,8.6548746e-12,7.904301e-07,3.7317603e-21,cytosol;extracellular region
ENSMUST00000225340.2,2.3441602e-18,8.794929e-15,3.540493e-13,2.2081648e-19,1.0,1.7502934e-16,7.638523e-09,2.1217064e-14,9.497598e-20,1.0321271e-19,1.0070061e-21,extracellular region
ENSMUST00000216564.2,2.7271197e-08,1.7173596e-20,0.999946,1.6966983e-27,1.0,3.5711096e-12,4.248371e-14,5.062803e-10,2.1216951e-17,1.0,1.5434239e-20,cytosol;extracellular region;nucleus
ENSMUST00000200629.5,3.2175854e-25,5.78321e-23,2.2943963e-25,6.0377355e-26,1.0,1.9776167e-30,1.1507009e-19,1.0459826e-29,0.0,3.5961286e-22,1.89499e-30,extracellular region
ENSMUST00000229683.2,0.999233,1.0,1.0,0.0009223207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000182074.2,5.6625625e-20,1.899042e-08,0.00069244206,2.7413254e-12,1.0,3.6330649e-16,6.0086186e-13,4.2261637e-17,5.426318e-16,0.0017266423,3.8112482e-20,extracellular region
ENSMUST00000195044.2,4.688111e-28,3.6396606e-20,2.509204e-19,9.109689e-31,1.0,1.306507e-22,9.634218e-20,8.802147e-22,7.5241644e-30,1.0853793e-20,1.0504958e-24,extracellular region
ENSMUST00000155265.2,7.043419e-10,1.1696901e-14,4.9686832e-08,4.39459e-21,1.0,5.3687477e-09,8.982081e-05,3.7413177e-17,8.660393e-11,4.5371826e-06,5.9062184e-13,extracellular region
ENSMUST00000163034.8,0.00017892916,0.0114361895,1.0,1.9932023e-16,1.0,0.043540716,2.2083088e-05,0.9999924,0.9981279,1.0,0.33911985,cytosol;extracellular region;nucleolus;nucleoplasm;nucleus
ENSMUST00000162764.2,3.3964095e-12,6.1642852e-21,0.018285032,7.980574e-24,0.99981874,4.1423223e-06,1.1120068e-16,0.5951776,0.00056624145,0.97906554,3.258757e-17,extracellular region;nucleolus;nucleus
ENSMUST00000161996.2,0.00029554826,2.1320576e-08,0.99960715,4.6713197e-25,1.0,6.933401e-05,6.665434e-07,1.516534e-08,2.1726945e-12,0.96251863,3.3275503e-06,cytosol;extracellular region;nucleus
ENSMUST00000173539.8,1.6319403e-10,2.320175e-06,0.99997616,7.5898764e-19,1.0,3.3860804e-05,2.2602277e-05,2.358471e-06,0.9989598,1.0,2.5483312e-05,cytosol;extracellular region;nucleoplasm;nucleus
ENSMUST00000150571.2,0.0018546722,0.00050409324,1.0,2.9150182e-18,1.0,0.99970406,0.7204737,0.99957544,0.9982576,1.0,0.20342852,cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus
ENSMUST00000152460.2,1.5534199e-10,5.444416e-17,0.00066057616,4.4948852e-17,1.0,9.9630915e-11,0.018089961,1.7707871e-12,3.5322085e-18,0.98899627,5.8337363e-13,extracellular region;nucleus
ENSMUST00000220555.2,0.5546039,0.99997807,1.0,9.205333e-09,1.0,0.05040058,0.40333217,0.9943598,0.84990644,1.0,0.99999666,chromatin;cytoplasm;cytosol;extracellular region;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000208936.2,4.902626e-38,9.7572646e-36,6.908855e-38,0.0,1.0,0.0,9.370948e-29,0.0,0.0,0.0,0.0,extracellular region
ENSMUST00000208009.2,5.9060505e-24,2.0389441e-24,3.6972963e-15,1.3566092e-31,1.0,9.389495e-19,7.775267e-10,1.4310914e-21,3.418364e-19,2.2131396e-12,1.2398394e-21,extracellular region
ENSMUST00000174434.8,5.3424153e-12,1.8757437e-06,0.0009988543,1.5331213e-14,0.9999999,6.8818226e-13,0.0007860063,2.5229705e-17,3.8957497e-15,0.00019269563,4.4482525e-12,extracellular region
ENSMUST00000159281.2,4.653644e-16,3.688548e-15,1.23279776e-14,1.1101348e-21,1.0,3.006094e-18,1.930083e-21,9.016016e-20,5.4124165e-19,1.5274979e-20,2.1058938e-29,extracellular region
ENSMUST00000197706.5,1.1116319e-19,0.012021048,0.00038951568,1.58741e-17,0.99999917,2.0224913e-08,9.326989e-11,1.4874563e-16,1.5233105e-17,2.8953564e-06,3.1394474e-15,extracellular region
ENSMUST00000204245.3,0.9954581,2.7661837e-09,1.0,4.0321064e-19,1.0,0.1213619,0.00052973593,0.9995739,0.99989676,1.0,0.7665477,chromatin;cytosol;extracellular region;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000231592.2,0.9999007,1.0,1.0,5.9965537e-06,1.0,1.0,1.0,1.0,0.99902713,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000217796.2,5.423394e-18,0.00027980414,1.0,2.310812e-11,1.0,0.3059816,0.99999964,0.9986494,0.97654736,1.0,0.99419916,cytosol;extracellular region;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000206061.2,0.0027533087,0.018018125,1.0,4.437799e-14,1.0,2.9497678e-05,0.99999964,0.0017904064,1.1559774e-09,1.0,0.9999914,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000223608.2,7.922632e-18,6.4837187e-13,0.98132354,2.1576746e-16,0.999936,9.353954e-07,0.9994604,2.0203217e-05,3.8007897e-15,0.05385397,0.012731289,cytosol;extracellular region;mitochondrion
ENSMUST00000156392.8,3.6856015e-06,0.99999356,1.0,1.9246187e-15,1.0,0.9999999,0.9999995,0.9998939,0.9999857,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000161036.8,0.9285275,1.0,1.0,3.6436217e-07,1.0,0.0029700652,0.99998856,0.3516177,2.0993278e-07,1.0,0.9966395,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000190096.7,0.02532705,1.0,1.0,5.65735e-08,1.0,0.9999999,1.0,0.99597883,0.9999939,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000165874.8,1.0,1.0,1.0,5.5830106e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000230836.2,1.0065356e-05,1.6360332e-09,1.0,1.35190635e-11,1.0,0.9845056,0.9072946,2.5672522e-05,0.99918705,1.0,1.1352105e-05,cytosol;extracellular region;membrane;mitochondrion;nucleoplasm;nucleus
ENSMUST00000150669.2,1.3061455e-26,1.868115e-14,2.9093533e-10,1.0645697e-26,1.0,2.4333786e-18,2.3870508e-10,2.0481423e-32,4.8332912e-29,9.701195e-19,9.519423e-22,extracellular region
ENSMUST00000183116.8,0.00018369313,1.8173619e-14,1.0,7.109418e-18,1.0,0.009074042,5.3094315e-08,0.435667,0.3341817,1.0,1.7549058e-13,cytosol;extracellular region;nucleus
ENSMUST00000171061.8,0.5697103,1.740721e-05,1.0,3.3926607e-08,1.0,0.8853402,0.99997914,0.0048323874,7.5729906e-07,1.0,0.7688071,chromatin;cytosol;extracellular region;membrane;mitochondrion;nucleus;ribosome
ENSMUST00000226530.2,0.00046839775,0.9760006,1.0,1.9871915e-14,1.0,0.00028003764,1.4437487e-05,0.90911436,0.60959643,1.0,0.99677473,cytoplasm;cytosol;extracellular region;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000243634.2,0.0005547585,2.5210493e-06,0.9997814,8.436827e-23,1.0,2.8662737e-15,0.23322234,2.0476936e-09,9.931382e-12,0.9954939,0.00035760688,cytosol;extracellular region;nucleus
ENSMUST00000202505.2,1.04309734e-07,1.0106542e-10,0.9920887,1.5729423e-18,1.0,1.022902e-08,4.284204e-08,3.3165552e-08,0.007448461,0.99999964,0.0006377605,cytosol;extracellular region;nucleus
ENSMUST00000232049.2,3.3702173e-15,3.6774597e-06,0.0013537447,5.7901253e-21,0.99999404,0.00093514123,1.4885405e-16,1.6002573e-09,5.7688815e-10,2.4929828e-05,4.4153434e-13,extracellular region
ENSMUST00000218969.2,1.2322496e-07,6.905494e-12,1.0,3.4938863e-30,1.0,0.06276944,1.24682e-15,0.00024105921,0.0034050113,1.0,4.6914855e-12,cytosol;extracellular region;nucleus
ENSMUST00000270288.1,0.99923635,0.29497603,1.0,1.6933526e-23,1.0,0.00085125247,1.89866e-06,0.14935742,0.96683997,1.0,1.02041176e-08,chromatin;cytosol;extracellular region;nucleoplasm;nucleus
ENSMUST00000238199.2,3.3533265e-12,0.0008756145,0.018617054,1.6070735e-15,1.0,7.517463e-12,0.9867822,0.9961559,0.0011968572,0.99959034,8.344095e-10,extracellular region;mitochondrion;nucleolus;nucleus
ENSMUST00000355216.1,1.1592606e-07,1.5639754e-08,0.0016405181,1.4685511e-17,0.99999726,1.5811386e-07,2.6865224e-10,3.066212e-08,8.571809e-07,1.0,0.0032752466,extracellular region;nucleus
ENSMUST00000176523.2,3.3389773e-32,1.1552683e-23,4.5935957e-28,1.1124603e-32,1.0,7.8232743e-28,2.3355128e-24,6.1060657e-33,0.0,8.842249e-25,0.0,extracellular region
ENSMUST00000211997.2,5.7226664e-14,4.6998644e-10,9.546866e-10,9.924236e-21,0.999889,1.4553897e-17,1.4334833e-15,9.091902e-11,1.3402936e-15,1.1704997e-11,1.4102716e-19,extracellular region
ENSMUST00000169438.8,3.8097525e-08,1.0,1.0,2.8323211e-06,1.0,0.9970847,0.9999362,0.9998759,0.020273926,0.99999905,0.9974438,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000182569.2,3.148148e-11,1.1225812e-05,0.96900237,1.070956e-06,1.0,5.373954e-08,0.00049797853,2.5636283e-11,2.123181e-13,0.7161185,8.1183185e-05,cytosol;extracellular region;nucleus
ENSMUST00000229048.2,0.0005116833,1.0,1.0,2.2446373e-05,1.0,0.0762119,0.40994772,0.9999893,0.15079556,1.0,0.9758276,cytoplasm;cytosol;extracellular region;nucleolus;nucleus;ribosome
ENSMUST00000197953.2,2.1357167e-34,1.2972247e-15,5.3765e-22,0.0,1.0,7.148027e-20,3.8899326e-28,8.9406904e-30,9.4093775e-30,7.699186e-23,8.468519e-24,extracellular region
ENSMUST00000222583.2,0.0012898822,5.732698e-13,0.9992824,1.9542585e-20,0.99979097,2.9638937e-07,0.0024194354,4.6345962e-05,1.0698408e-09,0.9999974,1.2768108e-08,cytosol;extracellular region;nucleus
ENSMUST00000231013.2,0.22948994,8.080464e-06,1.0,1.692852e-19,1.0,0.0028123586,0.9999987,0.15901937,0.9999838,1.0,0.18940078,cytosol;extracellular region;mitochondrion;nucleoplasm;nucleus
ENSMUST00000168465.9,0.0011052629,1.0,0.9999994,0.0032116615,1.0,2.965735e-13,1.0,0.33058226,4.250451e-08,1.0,1.0,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000179738.2,5.0459616e-36,3.147597e-33,6.781044e-30,4.62469e-39,1.0,7.7173104e-35,6.0024277e-22,1.2280615e-37,5.8573684e-37,1.21290225e-30,2.9636857e-37,extracellular region
ENSMUST00000182401.2,8.121658e-18,9.2547796e-14,0.4923819,2.2507702e-21,1.0,2.5022003e-17,0.9101833,2.4337126e-18,1.4207446e-15,0.9997298,2.3005705e-14,extracellular region;mitochondrion;nucleus
ENSMUST00000267480.1,2.445571e-07,3.96108e-18,0.6022019,4.773754e-23,0.9999993,3.4937193e-07,2.6221802e-08,0.0012797876,3.5455918e-15,0.017204084,6.537841e-08,cytosol;extracellular region
ENSMUST00000191615.2,5.051147e-08,7.284379e-09,1.0,4.414812e-17,0.99999976,4.0396466e-05,0.0001547948,0.00030195087,1.9686215e-06,1.0,0.7065324,cytosol;extracellular region;nucleus;ribosome
ENSMUST00000194505.2,1.592989e-12,0.0029728496,1.0,2.6907229e-17,1.0,1.0,5.9674644e-06,0.058625452,0.99937373,1.0,0.16142297,cytosol;extracellular region;membrane;nucleoplasm;nucleus
ENSMUST00000153391.3,3.1734507e-15,6.348187e-19,3.895056e-09,5.7016535e-24,1.0,1.4137305e-14,6.981259e-12,2.3036416e-16,3.6342404e-10,1.5426194e-10,1.4855554e-14,extracellular region
ENSMUST00000202167.2,0.9972345,0.9960853,0.9999999,3.6178264e-15,1.0,0.9999989,1.0,0.34188154,0.0008041595,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleus;ribosome
ENSMUST00000190131.2,1.025031e-06,7.384179e-08,0.98211265,2.8366634e-24,1.0,9.710227e-12,1.0858583e-05,0.00041016878,6.8408614e-13,0.3729603,3.082106e-07,cytosol;extracellular region
ENSMUST00000203127.2,7.3866286e-16,5.3060796e-16,2.372001e-10,1.1298393e-20,1.0,7.307386e-08,1.7905986e-15,7.117244e-15,5.084899e-13,8.2427825e-09,2.8129933e-21,extracellular region
ENSMUST00000159561.8,0.9999776,0.9999956,1.0,3.5340063e-06,1.0,0.017501816,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000150832.2,1.4425044e-26,3.1121838e-11,9.90562e-15,1.2292005e-22,1.0,1.1771715e-19,2.9506668e-07,8.135214e-24,3.3876156e-24,5.27157e-12,7.0909257e-16,extracellular region
ENSMUST00000309422.1,1.6348098e-17,1.0186818e-14,0.015125562,7.9225194e-16,1.0,1.3951459e-05,0.013462954,1.4321724e-10,1.5433865e-15,1.7154036e-05,3.0299873e-08,extracellular region
ENSMUST00000206426.2,4.9293616e-18,2.564466e-10,0.44057247,6.3819514e-22,1.0,3.666571e-12,0.81107396,1.188216e-11,8.16303e-18,0.9989072,2.8763012e-07,extracellular region;mitochondrion;nucleus
ENSMUST00000165210.8,1.1959485e-08,5.199617e-10,0.952483,2.1114674e-15,0.99753785,3.8605874e-10,8.225698e-08,9.183784e-08,1.3594375e-09,0.00021657295,4.0039856e-09,cytosol;extracellular region
ENSMUST00000217038.2,3.0436299e-18,1.7407043e-17,0.0005709161,3.9104493e-28,1.0,3.8323205e-17,5.127924e-11,9.843242e-15,2.8891435e-20,1.6891933e-09,5.920969e-10,extracellular region
ENSMUST00000151178.2,5.2436612e-06,1.0524377e-08,1.0,3.5970412e-18,0.9522074,0.99999833,5.351347e-05,0.99537164,0.0042582387,1.0,0.0030046087,cytosol;extracellular region;membrane;nucleolus;nucleus
ENSMUST00000197927.2,0.810175,0.0003146815,1.0,5.208953e-12,1.0,0.052174423,0.9895168,1.7834658e-05,0.023263607,1.0,0.009134437,chromatin;cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000241048.1,4.781494e-14,2.9214623e-19,4.7925113e-08,9.107082e-24,1.0,5.0446734e-13,0.027847553,2.4421418e-08,8.8575376e-11,0.9999615,5.0692645e-11,extracellular region;nucleus
ENSMUST00000195554.6,2.2157828e-13,6.140122e-18,6.3800827e-09,1.7217853e-15,1.0,2.444396e-09,2.5840347e-08,6.143672e-10,4.9986104e-14,0.00027659585,1.0227147e-12,extracellular region
ENSMUST00000222185.2,0.046282228,0.99999344,1.0,7.225647e-14,1.0,1.0,1.0,0.9998666,1.0,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000192762.6,2.1799743e-28,1.887425e-27,4.910169e-23,6.97305e-34,1.0,1.8670993e-22,5.0522895e-17,8.485558e-32,6.3518443e-34,8.824084e-33,4.376831e-32,extracellular region
ENSMUST00000270311.1,1.1913435e-18,2.4881864e-08,1.0,2.845418e-18,1.0,0.0027561933,3.239223e-05,7.3374406e-12,2.1494738e-14,0.997558,2.0898367e-06,cytosol;extracellular region;nucleus
ENSMUST00000160435.2,7.6177e-06,4.5660858e-10,0.99976295,4.7170445e-10,1.0,0.58693266,5.1405985e-10,0.0049283067,0.99735284,0.011175,2.0110483e-11,cytosol;extracellular region;membrane;nucleoplasm
ENSMUST00000238055.2,4.489574e-24,5.0829813e-27,2.0514845e-14,3.0866023e-31,1.0,2.5185567e-17,1.0282904e-21,1.6510823e-29,5.9720544e-36,1.3715338e-22,1.4733849e-29,extracellular region
ENSMUST00000225650.2,1.2725262e-07,0.907649,0.9998729,1.4138975e-18,1.0,8.068903e-13,0.025956249,1.1983567e-09,8.086082e-09,1.0,0.009893985,cytoplasm;cytosol;extracellular region;nucleus
ENSMUST00000208063.2,0.0055824234,1.0197295e-18,0.99999833,1.1275656e-13,0.9976029,2.2626099e-11,0.28175694,0.001862822,3.594463e-14,1.0,5.9813096e-14,cytosol;extracellular region;nucleus
ENSMUST00000152982.3,1.1772429e-12,2.7735444e-23,4.8953632e-09,2.217558e-21,1.0,2.9673911e-18,2.2240466e-14,1.845675e-10,1.2910332e-24,4.5093549e-13,2.8463502e-19,extracellular region
ENSMUST00000301005.1,6.0605805e-11,0.99973637,0.9867366,1.0269198e-11,0.9999926,3.1381765e-05,0.9035954,8.860201e-05,1.1314895e-08,0.9999696,0.00032688235,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000176816.8,1.2529104e-12,4.196162e-14,2.0183765e-07,1.5302048e-19,1.0,0.0003711391,1.4116075e-10,2.5355954e-13,3.6783994e-17,1.3208433e-08,1.9845541e-15,extracellular region
ENSMUST00000309424.1,7.124984e-08,0.007877023,1.0,4.3043766e-16,1.0,0.0010584752,0.1056857,7.463605e-11,1.2778393e-05,0.9999988,2.843179e-06,cytosol;extracellular region;nucleus
ENSMUST00000208117.2,7.9377585e-14,5.210056e-07,1.1942426e-13,1.3309285e-12,1.0,7.747993e-11,2.7824907e-14,1.6402884e-17,4.2650653e-17,1.0766789e-11,6.5704135e-21,extracellular region
ENSMUST00000224862.2,2.3428097e-26,2.9636585e-14,5.0043116e-07,1.0619531e-27,0.9999999,4.3278903e-15,6.607946e-27,2.3582086e-23,5.334215e-21,5.963909e-12,2.3690012e-23,extracellular region
ENSMUST00000155889.2,1.4049989e-26,2.046074e-31,8.923354e-21,9.523845e-39,1.0,9.407782e-26,3.1966618e-27,1.264915e-29,0.0,7.4777514e-23,9.0254305e-38,extracellular region
ENSMUST00000150356.8,0.007375758,0.99991083,1.0,3.230859e-06,1.0,0.9999795,0.9964373,0.999946,0.99999845,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
